timestamp,model,y_true,y_pred,residual
2014-01-02T11:00:00+09:30,lstm,3.1779055396715834,3.6600269879255394,-0.482121448253956
2014-01-02T12:00:00+09:30,lstm,3.8523385723431915,3.768066017229947,0.08427255511324461
2014-01-02T13:00:00+09:30,lstm,3.252622117598849,3.6186443183828647,-0.3660222007840157
2014-01-02T14:00:00+09:30,lstm,2.631272281209624,3.1499338489936966,-0.5186615677840725
2014-01-02T15:00:00+09:30,lstm,1.9498027712106634,2.5037911976608616,-0.5539884264501982
2014-01-02T16:00:00+09:30,lstm,2.216680516799283,1.7066129131910448,0.5100676036082383
2014-01-02T17:00:00+09:30,lstm,0.7124944484482109,0.72984608163207,-0.017351633183859128
2014-01-02T18:00:00+09:30,lstm,0.1037222063168886,0.17770375875231958,-0.07398155243543099
2014-01-03T07:00:00+09:30,lstm,0.6222611044843983,0.5830455311512803,0.03921557333311798
2014-01-03T08:00:00+09:30,lstm,1.79816113909085,1.5166431190517788,0.2815180200390712
2014-01-03T09:00:00+09:30,lstm,2.65522772073745,2.349671965334334,0.3055557554031161
2014-01-03T10:00:00+09:30,lstm,3.4993111093838998,2.91397731736321,0.5853337920206898
2014-01-03T11:00:00+09:30,lstm,3.9208472569783663,3.2583711669851274,0.6624760899932389
2014-01-03T12:00:00+09:30,lstm,4.101238767306024,3.492694341815211,0.6085444254908134
2014-01-03T13:00:00+09:30,lstm,3.989433368047075,3.4024185129910864,0.5870148550559886
2014-01-03T14:00:00+09:30,lstm,3.632830381393433,3.1084025845234953,0.5244277968699378
2014-01-03T15:00:00+09:30,lstm,3.1362027923266,2.511407535841162,0.624795256485438
2014-01-03T16:00:00+09:30,lstm,2.2141444782416166,1.7644055685629259,0.4497389096786908
2014-01-03T17:00:00+09:30,lstm,1.01744720588127,0.8453430899249641,0.17210411595630593
2014-01-03T18:00:00+09:30,lstm,0.21023055476446884,0.18053868195584455,0.029691872808624287
2014-01-04T07:00:00+09:30,lstm,0.6401722133159616,0.6681291673829084,-0.02795695406694676
2014-01-04T08:00:00+09:30,lstm,1.815733363231,1.7520184172128936,0.06371494601810634
2014-01-04T09:00:00+09:30,lstm,2.8411693970362335,2.6613204800194286,0.17984891701680494
2014-01-04T10:00:00+09:30,lstm,3.565502802530917,3.288393448986353,0.2771093535445637
2014-01-04T11:00:00+09:30,lstm,3.9859833518664,3.7425517932126784,0.24343155865372168
2014-01-04T12:00:00+09:30,lstm,4.117530465126033,3.8674348039194393,0.2500956612065939
2014-01-04T13:00:00+09:30,lstm,4.012616892655683,3.8843379858123255,0.12827890684335763
2014-01-04T14:00:00+09:30,lstm,3.7073471546173082,3.6287063662264964,0.07864078839081179
2014-01-04T15:00:00+09:30,lstm,3.103313783804575,3.0526333476367746,0.05068043616780038
2014-01-04T16:00:00+09:30,lstm,2.278427779674533,2.2096506767568913,0.06877710291764183
2014-01-04T17:00:00+09:30,lstm,1.1863444298505834,1.1138638034153163,0.07248062643526709
2014-01-04T18:00:00+09:30,lstm,0.21671666173885298,0.2150495994305226,0.001667062308330386
2014-01-05T07:00:00+09:30,lstm,0.6450999863445733,0.6932756995282823,-0.048175713183708946
2014-01-05T08:00:00+09:30,lstm,1.839300026496267,1.841519720421623,-0.0022196939253560366
2014-01-05T09:00:00+09:30,lstm,2.861616571744283,2.78019591315395,0.08142065859033298
2014-01-05T10:00:00+09:30,lstm,3.561288774013517,3.444555691937458,0.11673308207605926
2014-01-05T11:00:00+09:30,lstm,4.005827724933633,3.931015452236067,0.07481227269756596
2014-01-05T12:00:00+09:30,lstm,4.174755692481983,4.027586210010547,0.14716948247143602
2014-01-05T13:00:00+09:30,lstm,4.090672135353084,4.018421838372932,0.07225029698015195
2014-01-05T14:00:00+09:30,lstm,3.7816778222719836,3.7064713842232293,0.07520643804875426
2014-01-05T15:00:00+09:30,lstm,3.18976668516795,3.107711855590974,0.08205482957697585
